location,rep_period,time_step,scenario,loss_of_load
NOR,1,186,2012,2056.5233094487485
NOR,1,187,2012,12382.616142074237
NOR,1,188,2012,10313.48997686305
NOR,1,189,2012,5684.414568717166
NED,1,332,2012,43.07143883860604
NED,1,333,2012,1345.2665035934906
NED,1,334,2012,1853.4939972265113
NOR,1,334,2012,899.9196243619153
NED,1,335,2012,974.6179231296859
NOR,1,335,2012,1711.0211126491813
NED,1,336,2012,1127.9019444323235
NOR,1,336,2012,806.1522572689883
NED,1,337,2012,4934.727702052351
NOR,1,337,2012,380.4191703070119
NED,1,338,2012,3725.077717467995
NOR,1,338,2012,3959.942057188602
NED,1,339,2012,5723.97158556877
NOR,1,339,2012,2124.139224023358
NED,1,340,2012,6324.514459819113
NED,1,341,2012,5729.46382993152
NED,1,342,2012,5053.4449113253195
NED,1,343,2012,5161.7031828495465
NED,1,344,2012,4891.9054413842105
NED,1,345,2012,4738.418132203322
NED,1,346,2012,619.7920031347094
NED,1,352,2012,1874.189556416603
NED,1,353,2012,2350.51950314801
NED,1,376,2012,2717.1285924235913
NED,1,377,2012,5184.052156659256
GER,1,378,2012,138.25943979464
NED,1,378,2012,5359.753775413823
NED,1,379,2012,5495.854641038054
NED,1,380,2012,5855.465793151385
NED,1,381,2012,4691.107408429623
NED,1,382,2012,3804.879886498432
NED,1,383,2012,2923.9698150477807
NED,1,384,2012,1491.330474924367
NED,1,385,2012,601.6325218120769
NED,1,386,2012,66.12823257795071
NOR,1,386,2012,3138.8192124231964
NED,1,387,2012,581.9088771891707
NOR,1,387,2012,5122.261270432245
NOR,1,388,2012,4291.2728316181265
NOR,1,389,2012,4051.9606665475667
NOR,1,390,2012,9922.242654469062
NOR,1,391,2012,14479.038780531417
NOR,1,392,2012,15532.223845915627
NED,1,393,2012,1193.3048882026399
NOR,1,393,2012,11994.249271854344
NOR,1,394,2012,2792.5609951660626
NOR,1,399,2012,8200.993974252515
NOR,1,400,2012,12670.367533989272
NOR,1,401,2012,10967.0669438898
GER,1,402,2012,121.2594150647401
NOR,1,402,2012,9938.759577472734
NOR,1,403,2012,9284.367418028254
NOR,1,404,2012,6067.752612472208
NOR,1,405,2012,1786.688570961147
NOR,1,406,2012,3693.1485707889515
NOR,1,461,2012,2451.1546498814923
NOR,1,462,2012,7964.876460893386
NOR,1,463,2012,12887.772532643188
NOR,1,464,2012,14829.76509401285
NOR,1,465,2012,15654.537272338854
NOR,1,466,2012,10625.911410314982
NOR,1,467,2012,4862.0181152744135
NOR,1,472,2012,3602.1828444543207
NOR,1,473,2012,7453.2401637892235
NOR,1,474,2012,8413.210608989973
NOR,1,475,2012,11719.746497879696
NOR,1,476,2012,15180.022077093185
NOR,1,477,2012,14123.804725863663
NOR,1,478,2012,14095.947521268734
NOR,1,479,2012,634.0082189437653
NED,1,568,2012,901.5994624752427
NED,1,569,2012,2060.5707886305363
NED,1,570,2012,4409.636777197953
NED,1,571,2012,4780.681160111992
NED,1,572,2012,5023.961280776464
NED,1,573,2012,2562.058840047348
NED,1,665,2012,2532.0873477631526
