location,rep_period,time_step,scenario,loss_of_load
NED,1,27,1997,554.4154174938681
NED,1,28,1997,2083.5533252627188
NED,1,29,1997,2422.7477522623767
NED,1,30,1997,368.41797028593237
NOR,1,63,1997,4759.37676267815
NOR,1,64,1997,11631.248034675495
NOR,1,65,1997,15037.882910224129
NOR,1,66,1997,15592.053751884003
NOR,1,67,1997,16024.126382942897
NOR,1,68,1997,16491.279990362407
NOR,1,69,1997,16511.08745568533
NOR,1,70,1997,16273.481431594619
NOR,1,71,1997,14526.145484808721
NOR,1,72,1997,13918.015893269185
NOR,1,73,1997,13599.44582443971
NOR,1,74,1997,13615.572753903796
NOR,1,75,1997,13082.276148941111
NOR,1,76,1997,11272.804251153704
NOR,1,77,1997,10725.321249380197
NOR,1,78,1997,7089.3761385228245
NED,1,115,1997,0.3071799944145823
NOR,1,115,1997,1760.2030707084675
NOR,1,116,1997,4110.957729654755
NOR,1,117,1997,2870.7280417359343
NOR,1,118,1997,881.4131786569953
NOR,1,121,1997,23.11465550477942
NOR,1,122,1997,2214.622479552708
NOR,1,123,1997,5021.079507182709
NOR,1,124,1997,8549.302484315016
NOR,1,125,1997,12146.302529193466
NOR,1,126,1997,13038.332853641128
NOR,1,127,1997,14008.676936113261
NOR,1,128,1997,14324.05668830341
NOR,1,129,1997,13006.008431815922
NOR,1,130,1997,10804.95345902111
NOR,1,131,1997,0.14090971605014602
NOR,1,207,1997,1502.840349042703
NOR,1,208,1997,5347.523261653079
NOR,1,209,1997,6415.994649982113
NOR,1,210,1997,5976.355838884738
NOR,1,211,1997,3487.832476404195
NOR,1,212,1997,405.1758282730225
NOR,1,226,1997,5135.615603536325
NOR,1,227,1997,617.1914124086661
NOR,1,230,1997,1.7702947547250005
NOR,1,231,1997,658.2334779938483
NED,1,232,1997,744.8080978147439
NOR,1,232,1997,1996.6117634120747
NED,1,233,1997,3202.293266882964
NOR,1,233,1997,4294.411212656918
NED,1,234,1997,5292.490289000978
NOR,1,234,1997,3491.6416960516563
NED,1,235,1997,4167.047763333976
NOR,1,235,1997,2453.0526555411852
NED,1,236,1997,4195.4917882175905
NOR,1,236,1997,2033.0850665872167
NED,1,237,1997,4132.267911762546
NOR,1,237,1997,630.9205592015242
NED,1,238,1997,3071.3569865050786
NOR,1,238,1997,7.924764031669838
NED,1,239,1997,7672.9328572443355
NOR,1,239,1997,1226.1147876571758
NED,1,240,1997,5841.433594646409
NED,1,241,1997,4043.288977397664
NED,1,242,1997,4022.9722211104645
NED,1,243,1997,5031.2795821626005
NED,1,244,1997,4758.310413995414
NED,1,245,1997,5287.044371553256
NED,1,246,1997,4856.239740783628
NED,1,247,1997,4755.423115283941
NED,1,248,1997,3838.5631218331364
NED,1,249,1997,3015.904443186689
NOR,1,364,1997,475.5492629991178
NOR,1,365,1997,3007.343816592701
NOR,1,366,1997,3502.595718913296
NED,1,447,1997,561.6529133563291
NED,1,451,1997,0.3998483015946238
NED,1,482,1997,380.56205043917737
NED,1,483,1997,325.96232247256364
NED,1,484,1997,760.200851343358
IRE,1,523,1997,3.45479788008592
NED,1,553,1997,30.4029246499108
NED,1,555,1997,1624.0948904270908
NED,1,556,1997,1791.4865107258324
NED,1,589,1997,836.346869036679
NED,1,591,1997,1001.2645833232082
NED,1,592,1997,4164.630638167295
NED,1,593,1997,6677.39704156001
NED,1,594,1997,5060.665947274631
NED,1,595,1997,3076.1047129545605
NED,1,596,1997,2189.698905227504
NED,1,597,1997,1671.3175684138114
NED,1,598,1997,1420.3825936038265
NED,1,599,1997,2494.8621229130677
NED,1,600,1997,1159.8881625263114
NED,1,632,1997,246.13531980097173
NED,1,687,1997,929.0746212227796
NED,1,688,1997,2728.699073957348
NED,1,689,1997,4064.9751908485596
NED,1,690,1997,4700.840293636184
NED,1,691,1997,5249.001457067393
NED,1,692,1997,5984.870742967225
NED,1,693,1997,5120.847198809584
NED,1,694,1997,4323.792822910998
NED,1,695,1997,4640.943353948412
NED,1,696,1997,3632.710643944737
NED,1,697,1997,2881.4747191848774
NED,1,698,1997,3425.3783460153754
NED,1,699,1997,3660.8226101606474
NED,1,700,1997,3851.045018913168
NED,1,701,1997,4204.132312257687
NED,1,702,1997,3540.7004148988894
NED,1,703,1997,3730.2720461304593
NED,1,704,1997,3752.677705916195
NED,1,705,1997,3808.6365011036432
NED,1,706,1997,1430.432082266251
