location,rep_period,time_step,scenario,loss_of_load
NOR,1,32,2002,3212.8223109355995
NED,1,40,2002,1245.5341164060771
NOR,1,87,2002,2091.5284662649483
NED,1,143,2002,188.16583178261544
NOR,1,143,2002,4454.087866899485
NOR,1,144,2002,5718.885824174876
NED,1,145,2002,1039.6467573544228
NOR,1,145,2002,4946.81610704203
NED,1,146,2002,3454.1131502498906
NOR,1,146,2002,5187.5641004428635
NED,1,147,2002,2137.506331891511
NOR,1,147,2002,8089.54010092908
NED,1,148,2002,1810.5007999622342
NOR,1,148,2002,6318.844195103649
NED,1,149,2002,1726.9101798941967
NOR,1,149,2002,5150.834477433292
NED,1,150,2002,1721.430044143111
NOR,1,150,2002,5117.413366679716
NED,1,151,2002,3816.572251790095
NOR,1,151,2002,242.8670167866503
NED,1,152,2002,3393.042852234904
NOR,1,152,2002,385.27431928071746
NED,1,153,2002,3786.6856401308346
NED,1,154,2002,3715.566965737978
NED,1,155,2002,3459.6354301862475
NED,1,156,2002,2883.585216959691
NED,1,157,2002,2861.448095778461
NED,1,158,2002,3262.5024162562695
NED,1,159,2002,4132.693066260025
NED,1,160,2002,5124.259977210671
NED,1,161,2002,5239.398040286443
NED,1,162,2002,3978.9132080591885
NED,1,163,2002,3298.0267060240976
NED,1,164,2002,2682.986168527638
NED,1,165,2002,2688.3240044858658
NED,1,166,2002,3104.587802833106
NED,1,167,2002,1404.2991440956544
NED,1,168,2002,377.2717872972578
NED,1,169,2002,650.8424755161609
NED,1,183,2002,183.7742206404132
NED,1,184,2002,2078.0260099862076
NED,1,185,2002,3618.706544111557
NED,1,186,2002,4711.518076734565
NED,1,187,2002,6087.556598516809
NED,1,188,2002,7380.449404904568
NED,1,189,2002,6238.995987246413
NED,1,190,2002,4623.880933222081
NED,1,191,2002,5113.19699587978
NED,1,192,2002,3951.993052548161
NED,1,193,2002,3100.4559691562636
NED,1,194,2002,3223.4344081938793
NED,1,195,2002,2964.9259048378017
NED,1,196,2002,2292.030759416536
NED,1,197,2002,2719.846817119703
NED,1,198,2002,2685.6089278099566
NED,1,199,2002,2692.4232163619217
NED,1,200,2002,2030.3760312293389
NED,1,201,2002,1865.4048461221914
NED,1,208,2002,882.5755215462682
NED,1,209,2002,332.4903294379335
NED,1,358,2002,789.3464934117319
NED,1,359,2002,1594.1315256288522
NED,1,360,2002,854.7661051630566
NOR,1,497,2002,1216.0021319613563
NOR,1,498,2002,7014.42602966329
NOR,1,499,2002,8543.482270113727
NOR,1,542,2002,5877.120592989068
NOR,1,543,2002,5469.0016203125615
NOR,1,632,2002,1384.1389515201136
NOR,1,633,2002,666.4168178343293
NOR,1,640,2002,9754.612602877929
NOR,1,641,2002,12824.025668784665
NOR,1,642,2002,15413.302109608616
NOR,1,643,2002,16843.34972195193
NOR,1,644,2002,11702.368336877213
NOR,1,702,2002,654.8846420981129
NOR,1,703,2002,7048.868359808363
NOR,1,704,2002,2963.3511085108585
